"id","test_type_id","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","conversation","audio_url","transcript","article","cefr_level","difficulty","active","order_index","created_at","updated_at"
"1168","focus-form","Boy: Have you seen Maria?Girl: Sorry, I don’t know where she ___.","is","was","been","being","A","เหตุการณ์ในอดีตรูปกริยาต้องสอดคล้องเป็นส่วนอดีต (went -> felt)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1169","focus-form","Man: Has Julia ___ you her new email address yet?Woman: Yes. I’ll send it to you.","give","gave","given","giving","C","เป็นเวลา ... 2 เดือนมาแล้ว พูดถึงเรื่องในอดีต เติม ago ไว้หลังเวลา",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1170","focus-form","Woman: Sorry I didn’t come to your party.Man: What happened?Woman: Oh, I ___ sick, so I went to sleep.","felt","feel","feels","feeling","A","ใช้เป็นสิ่งที่ทำเป็นประจำทุกๆปี (every year) กริยาจึงอยู่เป็น present เติม s ในประธานเอกพจน์ sees",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1171","focus-form","Man: Do you know Maria?Woman: Yes, I met her two months ___.","ago","past","away","since","A","keep + กริยาเติม -ing แปลว่ายังคงทำแบบนั้นต่อไป",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1172","focus-form","Man: Richard ___ the doctor every year.Woman: I should do that, too.","saw","sees","seen","seeing","B","หาความเป็นเจ้าของ ว่าเสิอร์ตััวนี้เป็นของใคร ใช้ question verb : Whose",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1173","focus-form","Teacher: Are you an Italian citizen?Student: No, I was born ___ the United States.","in","to","at","on","A","ในบรรดาสายระดับแย่ที่สุดในความรู้เท่าที่ฉันเคยเห็นมา (the+worst)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1174","focus-form","Man: Jeff keeps ___ at his watch.Woman: I know. He has an important meeting to go to.","look","to look","looking","to looking","C","ระบุว่าเกิดขึ้นไปแล้วชัดเจนคือเมื่อ 5 นาทีก่อน ใช้ V.2 อย่างเดียว (opened)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1175","focus-form","Woman: ___ coat is this?Man: I don’t know. It’s not mine.","Who","Who’s","Whom","Whose","D","คำนี้เป็นสำนวน cannot help but จะสืบเนื่องด้วยกริยารูปปกติ (แต่อิงตามแบบภาษาถูกหลักจะตอบ being ถ้าในตัวโจทย์ยึดความหมาย can't help+ing)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1176","focus-form","Man: I didn’t like the movie very much. Did you?Woman: No. It was one of the ___ I’ve ever seen.","worst","worse","bad","badly","A","ถามสารทุกข์สุำดิบ ทักทายสอบถาม How are you?",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1177","focus-form","Man: It’s hot in here. We need some fresh air.Woman: But I ___ the window five minutes ago.","opened","opening","had opened","was opening","A","บอกช่วงเวลาของนาฬิกาชี้วัดให้ใช้บุพบท at แบบเป๊ะๆ",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1178","focus-form","Man: Jenny’s really good at drawing, isn’t she?Woman: Well, her mom’s an illustrator and her dad’s an architect, so I guess she can’t help but ___ artistic.","be","been","to be","being","D","ใช้ในรูปเปรียบเทียบ กว่า = more แบบไม่มีคู่ต้อนต่อย",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1179","focus-form","Woman: Hello, Simon. ___ are you?Man: I'm fine, thank you.","Why","Who","How","Where","C","มีคำนามตามหลัง because of + (นาม) เป็นสาเหตุหรือเหตุผลเนื่องจาก",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1180","focus-form","Man: What time do you go to work?Woman: I leave my house ___ 7 a.m. in the morning.","on","in","to","at","D","วลี hang on แปลว่ารอเดี๋ยวนะ/หยุดสักแป๊บ",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1181","focus-form","Man: Can I tell you what I bought you for your birthday?Woman: No. Don't tell me. It's ___ exciting that way.","more","most","the more","the most","A","มี than แสดงการเปรียบเทียบขั้นกว่า (taller)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1182","focus-form","Man: Good morning. I'd like to get a ticket to New York.Woman: Of course. ___ would you like to fly?","Why","When","Who","Where","B","เธออยู่ที่ไหนในปัจุุจบัน (is)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1183","focus-form","Man: Why do you like your job?Woman: Mostly ___ my boss. She's great.","with respect to","in support of","according to","because of","D","because of เป็น preposition ใช้คู่กับคำนาม (my boss) เพื่อบอกเหตุผล ตอบคำถาม Why do you like your job? คือ Mostly because of my boss = เพราะเจ้านายเป็นหลัก",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1184","focus-form","Daughter: Mom, do you recycle these bottles?Mother: Yes, but ___ a minute. We need to wash them first.","come by","come up","hang on","hang in","C","วลี get(getting) used to แปลว่า คุ้นเคย/ยังพยายามปรับตัวเพื่อจะทำให้คุ้นเคยชิน",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1185","focus-form","Mother: Why did you get home so late?Son: I stopped ___ to my friend at school.","to be talking","have a talk","talking","to talk","D","come up with แปลว่านึกบางสิ่งบางอย่างออก ในเชิงเป็นแนวคิดแก้ปัญหา",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1186","focus-form","Girl: Is Sam ___ than you now?Boy: Yes. He ___ recently.","taller","as tall","tall","the tallest","A","หมายถึงไม่มีทั้งคอมพิวเตอร์ทั้งคู่ (เป็นลักษณะปฏิเสธควบสองสิ่งNeither)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1187","focus-form","Boy: Have you seen Maria?Girl: Sorry, I don't know where she ___.","is","was","been","being","A","รูป past simple ตัวแทนถูกกระทำ เพราะเขาไม่ได้เชิญฉันจึงเป็นประโบบค was... invited",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1188","focus-form","Man: Has the doctor given you any advice on eating better?Woman: Well, she's made me aware of ___ I'm putting on my plate every day.","this","that","what","which","C","กังวลเกี่ยวกับปัญหาอะไรก็ตาม ใช้ about",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1189","focus-form","Man: How do you like your new phone?Woman: It's confusing. I'm still getting ___ it.","use","used","to used","used to","D","เป็น if clause Type 2 เรื่องสมมติในปตปัจจุบัน กริยาช่องหลัง would / ด้านหน้าต้อง V.2 คือ had",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1190","focus-form","Man: Are you planning anything for your daughter's first birthday?Woman: We don't know yet, but I'm sure we'll ___ with something special.","come up","catch on","give up","—","A","มีคำชี้ช่วงเวลา for six years ทำให้ทราบว่าเป็นเหตุการ์เรื่องยืดเยื้อมาตั้งแต่อดีตสู่ปัจจุบัน (have lived)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1191","focus-form","Man: Are there computers in both classrooms?Woman: I'm sorry, ___ of them have computers.","any","either","neither","—","C","มีคำว่าปีที่แล้วคือ last year ทำให้กริยานั้นต้องจบสมบูรณ์ไปแล้วในอดีต (went)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1192","focus-form","Woman: Are you going to Peter's wedding?Man: No, I ___ invited.","wasn't","hadn't","haven't","—","A","ให้ความหมายขัดแย้งว่าเดินทุกๆวัน หมายควมว่าไม่เคยนั่งรถเลย (never)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1193","focus-form","Woman: You look a little tired. Is there a problem?Man: I'm worried ___ my job interview next week.","at","in","about","—","C","ถามอาชีพการงานแบบคลาสสิก What do you do?",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1194","focus-form","Woman: Why don't we go out for dinner more often?Man: Well, if we ___ more time, we'd go out once a week.","had","have","will have","would have","A","ใช้ much ไปขยายการเปรียบเทียบว่ามีอาการดีกว่าเดิมเป็นอย่างมาก ๆ (better)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1195","focus-form","Woman: Where do you live?Man: In Boston. I ___ there for six years now.","live","lived","have lived","was living","C","ทิ้งร่องรอยด้วยคำว่า ...ago ทำให้กริยานั้นต้องจบสมบูรณ์ไปแล้วในอดีตเป็น left",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1196","focus-form","Man: I ___ to Vietnam last year.Woman: Nice! You always go on great trips.","go","I'll go","went","I've been","C","มีคำชี้ช่วงเวลา for six years ทำให้ทราบว่าเป็นเหตุการ์เรื่องยืดเยื้อมาตั้งแต่อดีตสู่ปัจจุบัน (have lived)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1197","focus-form","Woman: How often do you ride the bus to work?Man: I ___ ride the bus. I walk every day.","often","never","usually","sometimes","B","มีคำว่าปีที่แล้วคือ last year ทำให้กริยานั้นต้องจบสมบูรณ์ไปแล้วในอดีต (went)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1198","focus-form","Man: What do you ___?Woman: I'm a teacher.","go","try","make","do","D","ให้ความหมายขัดแย้งว่าเดินทุกๆวัน หมายควมว่าไม่เคยนั่งรถเลย (never)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1199","focus-form","Woman: I always like to see snow in the winter.Man: So ___ I.","do","am","can","have","A","ถามอาชีพการงานแบบคลาสสิก What do you do?",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1200","focus-form","Man: How is your mother now?Woman: She's much ___, thank you.","better","best","good","well","A","รูปสั้นสุดๆสำหรับการตอบที่เห็นด้วยกับการเล่าความชอบใช้ So do I",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1201","focus-form","Woman: ___ do you do? Man: I'm a teacher at a French school.","What","Where","When","Why","A","ใช้ much ไปขยายการเปรียบเทียบว่ามีอาการดีกว่าเดิมเป็นอย่างมาก ๆ (better)",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1202","focus-form","Woman: Is Mark here? Man: No, he ___ 20 minutes ago.","left","leaves","is left","is leaving","A","ถามเรื่องอาชีพ ใช้ What do you do?",,,,,"A2","medium","true","0","2026-04-13 12:52:46.927988","2026-04-13 12:52:46.927988"
"1213","form-meaning","Teaching Children to Cook","-","-","-","-","A","",,,,"{""text"":""Do you enjoy cooking? Cooking is {{20}} fun and useful activity. Even young children can learn how {{21}} make simple dishes. Kids just love working {{22}} the kitchen, preparing healthy family meals with their parents. Of course, they also love eating the delicious food that they cook all {{23}} themselves! {{24}} they get home, they can wash any fruits and vegetables. They can start with a spoon, and break eggs {{25}} into a bowl. You can also teach them to set the table before dinner, and to {{26}} the dishes after. They will {{27}} happy and proud, and they'll learn something, too."",""title"":""Teaching Children to Cook"",""blanks"":[{""id"":20,""correctAnswer"":""a""},{""id"":21,""correctAnswer"":""to""},{""id"":22,""correctAnswer"":""in""},{""id"":23,""correctAnswer"":""by""},{""id"":24,""correctAnswer"":""When""},{""id"":25,""correctAnswer"":""an""},{""id"":26,""correctAnswer"":""wash""},{""id"":27,""correctAnswer"":""be""}]}","B1","medium","true","0","2026-04-13 16:06:33.314493","2026-04-13 16:06:33.314493"
"1214","form-meaning","Mary and Lillian's Friendship","-","-","-","-","A","",,,,"{""text"":""Mary {{20}} Lillian are best friends. They went {{21}} the same elementary school in Philadelphia. Now Mary and Lillian {{22}} adults and live in Chicago. Mary is 23 {{23}} nurse and Lillian works in marketing. Lillian {{24}} one daughter and two sons. Mary is more active {{25}} Lillian. Mary likes swimming {{26}} doing yoga. Lillian prefers to {{27}} television."",""title"":""Mary and Lillian's Friendship"",""blanks"":[{""id"":20,""correctAnswer"":""and""},{""id"":21,""correctAnswer"":""to""},{""id"":22,""correctAnswer"":""develop""},{""id"":23,""correctAnswer"":""a""},{""id"":24,""correctAnswer"":""have""},{""id"":25,""correctAnswer"":""than""},{""id"":26,""correctAnswer"":""and""},{""id"":27,""correctAnswer"":""watch""}]}","B1","medium","true","0","2026-04-13 16:06:33.314493","2026-04-13 16:06:33.314493"
"1215","form-meaning","No More Flies","-","-","-","-","A","",,,,"{""text"":""People {{20}} not want flies around their houses. The best way of reducing the fly population is {{21}} find out where their food comes from. {{22}} remove it. However, {{23}} this doesn't work, you can try hanging clear plastic bags. {{24}} are filled with water over the door. although nobody knows exactly {{25}} this works. they think it's a lake {{26}} a pond. But whatever the reason might {{27}}, lots of people are sure it works."",""title"":""No More Flies"",""blanks"":[{""id"":20,""correctAnswer"":""do""},{""id"":21,""correctAnswer"":""to""},{""id"":22,""correctAnswer"":""and""},{""id"":23,""correctAnswer"":""when""},{""id"":24,""correctAnswer"":""there""},{""id"":25,""correctAnswer"":""how""},{""id"":26,""correctAnswer"":""or""},{""id"":27,""correctAnswer"":""prove""}]}","B1","medium","true","0","2026-04-13 16:06:33.314493","2026-04-13 16:06:33.314493"
"1216","form-meaning","Family Weekend","-","-","-","-","A","",,,,"{""text"":""John Jones lives {{20}} the United States with his wife Mary. with {{21}} wife, Mary. They {{22}} two children. Sally {{23}} Billy. The Jones family spends a lot {{24}} time together. The family often goes {{25}} the park. Mary likes to sit {{26}} a park bench. Sometimes she {{27}} a piece of bread to give to the birds."",""title"":""Family Weekend"",""blanks"":[{""id"":20,""correctAnswer"":""in""},{""id"":21,""correctAnswer"":""my""},{""id"":22,""correctAnswer"":""have""},{""id"":23,""correctAnswer"":""and""},{""id"":24,""correctAnswer"":""of""},{""id"":25,""correctAnswer"":""to""},{""id"":26,""correctAnswer"":""at""},{""id"":27,""correctAnswer"":""is""}]}","B1","medium","true","0","2026-04-13 16:06:33.314493","2026-04-13 16:06:33.314493"
"1217","form-meaning","Dear Tim","-","-","-","-","A","",,,,"{""text"":""How are you? I {{20}} a bad cold last week. Can you come {{21}} our house for lunch on Saturday? Sarah and John {{22}} be there. My sister said she will bake a cake {{23}} him. Can you please bring a few bottles {{24}} soda? Saturday will {{25}} a very hot day. {{26}} will you get to my house – by car or by bus? Call me {{27}} you need directions."",""title"":""Dear Tim"",""blanks"":[{""id"":20,""correctAnswer"":""had""},{""id"":21,""correctAnswer"":""to""},{""id"":22,""correctAnswer"":""will""},{""id"":23,""correctAnswer"":""for""},{""id"":24,""correctAnswer"":""of""},{""id"":25,""correctAnswer"":""be""},{""id"":26,""correctAnswer"":""How""},{""id"":27,""correctAnswer"":""if""}]}","B1","medium","true","0","2026-04-13 16:06:33.314493","2026-04-13 16:06:33.314493"
"1255","listening","A man and a woman are talking about a museum. What does the woman say about the exhibit?","She prefers art museums.","The exhibit was better than she had expected.","She wishes the exhibit had been organized better.","She wants to visit the exhibit again with her family.","B","ผู้หญิงบอกว่าปกติเธอชอบพิพิธภัณฑ์ศิลปะมากกว่า แต่คราวนี้เธอรู้สึกหลงใหลเพราะการจัดแสดงน่าสนใจและทำให้เวลาผ่านไปเร็ว",,"/audio/Q1.mp3","F: My friend and I went to the new show at that science museum downtown.\nM: That's one of my favorite places. What was the exhibit like?\nF: To be honest, I'm generally more of a fan of art museums, but this time I found myself fascinated.\nM: Oh, interesting. Why do you think that was?\nF: It must've been how the show was organized. When I looked at my watch, I couldn't believe two hours had passed.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1256","listening","Two friends are talking about an election. What does the man say he's unsure about?","who he will vote for","whether he will vote","who the candidates are","what positions the candidates have","A","ผู้ชายบอกว่าเขาไม่แน่ใจว่าจะโหวตให้ใครเหมือนกัน (""I do not know either"") เพราะผู้สมัครแต่ละคนก็มีนโยบายที่เขาชอบ",,"/audio/Q2.mp3","F: I'm not sure who I'll vote for next week. I don't like either candidate.\nM: I don't know either, but my problem is that each candidate has some positions I like.\nF: Maybe we shouldn't vote for either one. Why support someone with a lot of bad ideas.\nM: I have to vote. I think it's a really important responsibility.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1257","listening","A woman is asking where the post office is. The post office is opposite ...","the bank.","the cinema.","the newsagent.","the supermarket.","C","ผู้ชายบอกว่าที่ทำการไปรษณีย์อยู่ฝั่งตรงข้าม (across the road) กับร้านขายหนังสือพิมพ์ (newsagents)",,"/audio/Q3.mp3","F: Excuse me, could you tell me where the nearest post office is?\nM: Yes, it's down the high street across the road from the newsagents.\nF: Is it the building next to the shoe shop?\nM: No, that's the cinema. The post office is between the bank and the supermarket.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1258","listening","A man and a woman are talking. Where are they?","in a school","at the dentist's","at a sports centre","at the woman's house","A","ผู้ชายมารับลูกชาย และผู้หญิงถามว่าจะให้ส่งข้อความไปที่ ""ห้องเรียน (classroom)"" ของเขาไหม แสดงว่าอยู่ที่โรงเรียน",,"/audio/Q4.mp3","F: Can I help you?\nM: I've just come to pick up my son - he's got a dental appointment.\nF: Would you like me to send a note to his classroom?\nM: No, that's OK thanks - his teacher knows.\nF: OK.\nM: I think they've been doing sports, but I'm sure he'll be along in a minute.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1259","listening","A woman is talking about her family life. She says it's ...","noisy.","boring.","difficult.","expensive.","D","ผู้หญิงบอกว่าการมีลูก 5 คนนั้น ""not cheap"" (ไม่ถูก) ซึ่งตรงกับคำว่า expensive (แพง)",,"/audio/Q5.mp3","M: Have you got a big family?\nF: Yes, I suppose so. Two sons and three daughters.\nM: Five kids! That sounds hard. Is it?\nF: No, not really. It's not cheap, but I'm never bored.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1260","listening","A man and a woman are talking. The woman ...","needs the man's number.","offers the man a job.","wants to get a job.","will call the man.","D","ผู้ชายขอให้ผู้หญิงโทรบอกผล เมื่อได้ข้อสรุป และผู้หญิงตอบตกลงว่าจะโทรหา",,"/audio/Q6.mp3","M: Thanks for meeting with me to talk about the new job.\nF: Thank you, too. We will decide next week.\nM: Great. Could you call to let me know?\nF: Yes, I have your number from your form.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1261","listening","A man and a woman are talking. Several years ago, they ...","went on the same school trip.","stayed at the same hospital.","worked at the same office.","went to the same college.","D","ผู้หญิงบอกว่าผ่านมาหลายปีแล้วตั้งแต่พวกเขาเรียนวิทยาลัย (college) เดียวกัน",,"/audio/Q7.mp3","M: Oh, hi, Mary, it's great to see you here!\nF: Hi, Dave! Yeah, it's great to see you, too. I didn't know you were coming to the party.\nM: Yeah, I wasn't sure I'd come. But then I decided it would be fun to see all our old school friends again.\nF: Well, I'm glad you did. It's been quite a few years now since we went to the same college. What have you been doing?",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1262","listening","A man and his daughter are talking about pets. The man says that the grey kitten ...","is already sold.","is very healthy.","is an outdoor cat.","is gentle with children.","A","ผู้ชายบอกว่ามีคนซื้อแมวสีเทาตัวนั้นไปแล้ว (""someone has already bought that one"")",,"/audio/Q8.mp3","M: Look at these kittens, Emma. Which one do you like?\nF: Oh, they are all so cute! What about that little grey one?\nM: The grey kitten is adorable, but it has a lot of energy. It might be better as an outdoor cat. Plus, it's not very gentle when playing.\nF: Is it healthy?\nM: Yes, very healthy. But actually, looking at the sign, it seems that someone has already bought that one. We'll have to pick another.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1263","listening","A woman is leaving a phone message for her friend. What is the woman planning to do tonight?","watch a movie","go to sleep early","buy a birthday gift","work on her project","B","ผู้หญิงบอกว่าเธอรู้สึกไม่ค่อยสบาย จึงจะกินซุปไก่แล้วเข้านอนเร็ว (""go to bed early"")",,"/audio/Q9.mp3","F: Hi Sue, it's me, Tina. Listen, I know we had plans to watch a movie together at your house, but I don't think I can come. I don't feel too well. I finally finished working on my project, but now I have a headache. I think I will have some chicken soup and then go to bed early. It's nothing serious, but I think I just need some rest.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1264","listening","A woman is leaving a phone message. This weekend, the woman wants to ...","see a movie.","stay at home.","finish a project.","go to the beach.","D","ผู้หญิงชวนเพื่อนไปเที่ยวทะเล (beach) ในช่วงสุดสัปดาห์ เพราะอากาศน่าจะดี",,"/audio/Q10.mp3","F: Hey, Sue, it's Jane calling. I was hoping to talk to you about this weekend, but I guess you're not home tonight. I had told you I wasn't sure about the weekend because of the work project I needed to finish, but I was able to finish it up early. I thought of just staying home after all the work, or going to a movie, but now I don't know. I feel great about finishing my project, so let's plan something fun. The weather is supposed to be really nice, so how about a trip to the beach?",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1265","listening","A man is telling his friend about a book on the US presidents. What does he now want to learn more about?","who their wives were","what their early lives were like","what they did when they were president","which presidents had interesting hobbies","B","ผู้ชายบอกว่าหนังสือไม่ได้พูดถึงวัยเด็กของประธานาธิบดีแบบที่ผู้หญิงถาม แต่เขาอยากศึกษาเพิ่มเติมเกี่ยวกับเรื่องนี้ (วัยเด็ก หรือ early lives)",,"/audio/Q11.mp3","M: This book about the presidents in the United States has some interesting information about their marriages and their hobbies.\nF: Really? Is that what it's mainly about, facts like that?\nM: No. Actually it's mostly about their decisions as presidents. That's the focus.\nF: Does it tell you about their childhoods? You know, like how they were brought up?\nM: No, it doesn't, but I'd really like to find out more about that.\nF: Sounds like a good read. Can I borrow it when you're done?",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1266","listening","A man and a woman are talking at work. The woman is late because ...","the bus was late.","there was a lot of traffic.","her car has broken down.","the taxis were too expensive.","C","ผู้หญิงมาสายเพราะว่ารถยนต์ของเธอสตาร์ทไม่ติด (""the car would not start"") จึงต้องนั่งแท็กซี่มา",,"/audio/Q12.mp3","F: Morning George, sorry I'm late.\nM: Traffic?\nF: No, the car wouldn't start so I took a taxi.\nM: That can't have been cheap.\nF: It wasn't, but the buses are never on time.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1267","listening","A man and a woman are talking about moving. The woman is going to ...","Spain.","Japan.","Canada.","England.","B","ผู้ชายถามว่าเธอจะย้ายไปญี่ปุ่น (Japan) เร็วๆ นี้ใช่ไหม และผู้หญิงก็ตอบยืนยัน",,"/audio/Q13.mp3","M: I heard you're moving to Japan soon.\nF: Yes, we're going there for my husband's job, but I'll miss living in England.\nM: Are you originally from Japan?\nF: No, my husband's from Canada and I'm from Spain.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1268","listening","A woman is talking about a new shopping centre. She says ...","it isn't very big.","the shops are cheap.","there aren't many shops.","there are nice places to eat.","D","ผู้หญิงบอกว่าที่ศูนย์การค้ามีคาเฟ่ดีๆ และอาหารอร่อย แถมราคาค่อนข้างถูก จึงเป็นสถานที่ทานอาหารที่ดี",,"/audio/Q14.mp3","F: I went to that new shopping centre last week. You know the one, on London Road?\nM: Oh, did you like it?\nF: Yeah, it's not bad. I expected it to be quite small, but it's not.\nM: And the shops?\nF: There are a lot, but most of them are a bit expensive for me.\nM: What did you like the best?\nF: There are some great cafes. We had lunch in one of them.\nM: Yeah?\nF: The food was lovely, and it was quite cheap.\nM: It sounds nice. Maybe I'll go there next weekend.\nF: What's it called?\nM: 'Franco's', I think. It's on the second floor.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1269","listening","A man is leaving a phone message about two apartments for rent. The apartment with a great view also ...","is located downtown.","is on a quiet street.","is close to a park.","has a pool.","D","อพาร์ตเมนต์แรกที่ผู้ชายพูดถึงมีวิวสวยงาม (amazing view) และมีสระว่ายน้ำใหญ่ (big pool) อยู่หน้าตึกด้วย",,"/audio/Q15.mp3","M: Hello, Mr. Kent. I'm getting back to you about available apartments. Let me tell you about two excellent possibilities. First, we have an apartment in the town center, right by the river. It has one bedroom, a living room, a kitchen, and one full bathroom. Of course, it has an amazing view! And even more, it has a big pool in front of the building! It's perfect for young professionals who love the fast speed and energy of city life. Another possibility is something larger. It's great for a couple, especially if you sometimes have guests staying overnight. It has two bedrooms, two bathrooms, a living room and an open, sunny kitchen. It's on a quiet street in a nice residential area near the park. It's also near the bus station. Call me back when you get a chance.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1270","listening","A woman is talking about her work. What does the woman say about her work?","She doesn't really find it interesting.","She sometimes loves it but also hates it.","She has enjoyed setting up her business.","She is happy to do as little work as possible.","C","ผู้หญิงบอกว่าในช่วง 8 ปีที่ผ่านมา เธอรู้สึกพึงพอใจกับการสร้างธุรกิจทำในสิ่งที่เธอชอบร่วมกับเพื่อน",,"/audio/Q16.mp3","F: Many people have a love-hate relationship with their work but I'm lucky. During the past eight years, I've been able to create a business doing something that I find satisfying - and with people I like. Before that, I'd spent about three years after university just messing around doing jobs I wasn't interested in at all. Then I got together with my friend Jenny and we set up a website aimed at students who wanted to go and work in another country. At the moment, I'm working four days a week, which gives me a day off to do other things. People often complain to me about their jobs. It's natural to do that, I suppose. But I think work gives our daily lives meaning and structure. It puts us in contact with other people we can learn from and socialise with. It develops our skills - and it makes us feel that we're contributing to society in some way. Obviously, work is necessary for most of us financially. But emotionally we couldn't do without it either.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
"1271","listening","A woman is applying for a job as a waitress. The restaurant is special to her because she ...","is friends with many of the customers.","wants to open a similar restaurant.","worked here many years ago.","has good memories of it.","D","ร้านอาหารนี้พิเศษสำหรับเธอเพราะเธอมีความทรงจำที่ดี (great memories) ในวัยเด็กเกี่ยวกับการมาจัดงานวันเกิดที่นี่",,"/audio/Q17.mp3","F: I would like to work at this restaurant. I have worked in several other restaurants, so I have the experience that you need. I do more than just bring the customers food. Because I always talk to customers, many of them are now my friends. I love talking to people, but I am also a serious worker. This restaurant is very special to me. I started coming here when I was a little girl. I have some great memories of my birthday parties here and the delicious cake we ate. I would really love to work here. I am available to work during the day and at night, on any day of the week. I live close to here, so it's easy for me to come to work anytime. Here's my resume, and I hope to hear from you soon.",,"A2","medium","true","0","2026-04-14 11:33:44.123209","2026-04-14 11:33:44.123209"
